Country,Crop,Production
Puerto Rico,fat of pigs,684
Puerto Rico,"ginger, raw",148
Puerto Rico,"goat fat, unrendered",0
Puerto Rico,green corn (maize),621
Puerto Rico,"hen eggs in shell, fresh",197966
Puerto Rico,lemons and limes,314
Puerto Rico,lettuce and chicory,2061
Puerto Rico,maize (corn),233
Puerto Rico,"mangoes, guavas and mangosteens",18115
Puerto Rico,"meat of cattle with the bone, fresh or chilled",4060
Puerto Rico,"meat of chickens, fresh or chilled",24352
Puerto Rico,"meat of goat, fresh or chilled",4
Puerto Rico,"meat of pig with the bone, fresh or chilled",7101
Puerto Rico,"meat of rabbits and hares, fresh or chilled",166
Puerto Rico,"meat of sheep, fresh or chilled",37
Puerto Rico,natural honey,142
Puerto Rico,okra,124
Puerto Rico,"onions and shallots, green",529
Puerto Rico,oranges,14683
Puerto Rico,"other beans, green",238
Puerto Rico,"other fruits, n.e.c.",2342
Puerto Rico,"other stimulant, spice and aromatic crops, n.e.c.",1752
Puerto Rico,papayas,7976
Puerto Rico,"pigeon peas, dry",197
Puerto Rico,pineapples,5335
Puerto Rico,plantains and cooking bananas,117804
Puerto Rico,pomelos and grapefruits,488
Puerto Rico,"pumpkins, squash and gourds",11246
Puerto Rico,raw hides and skins of cattle,406
Puerto Rico,raw hides and skins of goats or kids,1
Puerto Rico,raw hides and skins of sheep or lambs,11
Puerto Rico,raw milk of cattle,221013
Puerto Rico,raw milk of goats,59
Puerto Rico,rice,3498
Puerto Rico,"sheep fat, unrendered",2
Puerto Rico,sugar cane,0
Puerto Rico,sunflower seed,4
Puerto Rico,sweet potatoes,267
Puerto Rico,taro,767
Puerto Rico,tomatoes,19817
Puerto Rico,unmanufactured tobacco,1
Puerto Rico,watermelons,6628
Puerto Rico,yams,2459
Puerto Rico,yautia,883
Qatar,"almonds, in shell",181
Qatar,barley,143
Qatar,"beans, dry",2180
Qatar,"broad beans and horse beans, green",62
Qatar,cabbages,3367
Qatar,cantaloupes and other melons,2603
Qatar,carrots and turnips,236
Qatar,"cattle fat, unrendered",38
Qatar,cauliflowers and broccoli,1795
Qatar,cereals n.e.c.,0
Qatar,chicory roots,87
Qatar,"chillies and peppers, green (capsicum spp. and pimenta spp.)",5692
Qatar,"cow peas, dry",297
Qatar,cucumbers and gherkins,14410
Qatar,dates,35318
Qatar,"edible offal of cattle, fresh, chilled or frozen",183
Qatar,"edible offal of goat, fresh, chilled or frozen",218
Qatar,"edible offal of sheep, fresh, chilled or frozen",1095
Qatar,"edible offals of camels and other camelids, fresh, chilled or frozen",136
Qatar,eggplants (aubergines),9770
Qatar,fat of camels,55
Qatar,figs,87
Qatar,"goat fat, unrendered",32
Qatar,grapes,2
Qatar,green corn (maize),1075
Qatar,"hen eggs in shell, fresh",296037
Qatar,lettuce and chicory,466
Qatar,maize (corn),1605
Qatar,"mangoes, guavas and mangosteens",9
Qatar,"meat of camels, fresh or chilled",948
Qatar,"meat of cattle with the bone, fresh or chilled",914
Qatar,"meat of chickens, fresh or chilled",25000
Qatar,"meat of ducks, fresh or chilled",37
Qatar,"meat of goat, fresh or chilled",1111
Qatar,"meat of sheep, fresh or chilled",5803
Qatar,okra,1186
Qatar,"onions and shallots, dry (excluding dehydrated)",2418
Qatar,"onions and shallots, green",344
Qatar,"other beans, green",220
Qatar,"other citrus fruit, n.e.c.",442
Qatar,"other fruits, n.e.c.",586
Qatar,"other vegetables, fresh n.e.c.",13815
Qatar,potatoes,965
Qatar,"pumpkins, squash and gourds",14172
Qatar,raw hides and skins of cattle,137
Qatar,raw hides and skins of goats or kids,198
Qatar,raw hides and skins of sheep or lambs,777
Qatar,raw milk of camel,17190
Qatar,raw milk of cattle,7500
Qatar,raw milk of goats,9253
Qatar,raw milk of sheep,10981
Qatar,"sheep fat, unrendered",197
Qatar,spinach,79
Qatar,tomatoes,27322
Qatar,watermelons,1058
Qatar,wheat,21
Republic Of Korea,apples,460088
Republic Of Korea,bananas,0
Republic Of Korea,barley,47730
Republic Of Korea,"beans, dry",5979
Republic Of Korea,beeswax,4067
Republic Of Korea,buckwheat,1658
Republic Of Korea,cabbages,2378687
Republic Of Korea,cantaloupes and other melons,208019
Republic Of Korea,carrots and turnips,80837
Republic Of Korea,castor oil seeds,0
Republic Of Korea,"cattle fat, unrendered",16984
Republic Of Korea,cauliflowers and broccoli,84
Republic Of Korea,cereals n.e.c.,21538
Republic Of Korea,"chestnuts, in shell",52241
Republic Of Korea,"chillies and peppers, green (capsicum spp. and pimenta spp.)",210793
Republic Of Korea,cucumbers and gherkins,288552
Republic Of Korea,"edible offal of cattle, fresh, chilled or frozen",42459
Republic Of Korea,"edible offal of goat, fresh, chilled or frozen",356
Republic Of Korea,"edible offal of pigs, fresh, chilled or frozen",194655
Republic Of Korea,"edible offal of sheep, fresh, chilled or frozen",2
Republic Of Korea,eggplants (aubergines),4940
Republic Of Korea,"eggs from other birds in shell, fresh, n.e.c.",418000
Republic Of Korea,fat of pigs,98311
Republic Of Korea,"ginger, raw",21878
Republic Of Korea,"goat fat, unrendered",61
Republic Of Korea,grapes,186965
Republic Of Korea,green garlic,284936
Republic Of Korea,"groundnuts, excluding shelled",10000
Republic Of Korea,"hen eggs in shell, fresh",15482445
Republic Of Korea,hop cones,0
Republic Of Korea,kiwi fruit,8008
Republic Of Korea,leeks and other alliaceous vegetables,153261
Republic Of Korea,lettuce and chicory,106537
Republic Of Korea,maize (corn),89000
Republic Of Korea,"meat of cattle with the bone, fresh or chilled",370000
Republic Of Korea,"meat of chickens, fresh or chilled",935000
Republic Of Korea,"meat of ducks, fresh or chilled",73711
Republic Of Korea,"meat of geese, fresh or chilled",9
Republic Of Korea,"meat of goat, fresh or chilled",1782
Republic Of Korea,"meat of pig with the bone, fresh or chilled",1455000
Republic Of Korea,"meat of rabbits and hares, fresh or chilled",2242
Republic Of Korea,"meat of sheep, fresh or chilled",5
Republic Of Korea,millet,1000
Republic Of Korea,mushrooms and truffles,23436
Republic Of Korea,natural honey,31216
Republic Of Korea,"onions and shallots, dry (excluding dehydrated)",1175276
Republic Of Korea,"onions and shallots, green",449753
Republic Of Korea,"other citrus fruit, n.e.c.",1100
Republic Of Korea,"other fibre crops, raw, n.e.c.",0
Republic Of Korea,"other fruits, n.e.c.",141568
Republic Of Korea,"other meat of mammals, fresh or chilled",2812
Republic Of Korea,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",19234
Republic Of Korea,"other oil seeds, n.e.c.",46873
Republic Of Korea,other pulses n.e.c.,8416
Republic Of Korea,"other vegetables, fresh n.e.c.",3246882
Republic Of Korea,peaches and nectarines,192495
Republic Of Korea,pears,178451
Republic Of Korea,"peas, dry",6
Republic Of Korea,persimmons,223629
Republic Of Korea,pineapples,957
Republic Of Korea,plums and sloes,50501
Republic Of Korea,potatoes,568625
Republic Of Korea,"pumpkins, squash and gourds",306851
Republic Of Korea,"ramie, raw or retted",0
Republic Of Korea,rape or colza seed,1000
Republic Of Korea,raw hides and skins of cattle,43672
Republic Of Korea,raw hides and skins of goats or kids,296
Republic Of Korea,raw hides and skins of sheep or lambs,1
Republic Of Korea,raw milk of cattle,1766401
Republic Of Korea,raw milk of goats,9113
Republic Of Korea,rice,4783114
Republic Of Korea,rye,3
Republic Of Korea,"seed cotton, unginned",0
Republic Of Korea,sesame seed,9002
Republic Of Korea,"sheep fat, unrendered",0
Republic Of Korea,silk-worm cocoons suitable for reeling,10
Republic Of Korea,sorghum,2932
Republic Of Korea,soya beans,154954
Republic Of Korea,spinach,57179
Republic Of Korea,strawberries,169267
Republic Of Korea,sweet potatoes,314426
Republic Of Korea,"tangerines, mandarins, clementines",640229
Republic Of Korea,taro,0
Republic Of Korea,tea leaves,18400
Republic Of Korea,tomatoes,319941
Republic Of Korea,"true hemp, raw or retted",16
Republic Of Korea,unmanufactured tobacco,27948
Republic Of Korea,"walnuts, in shell",1146
Republic Of Korea,watermelons,442884
Republic Of Korea,wheat,37376
Republic Of Moldova,"almonds, in shell",650
Republic Of Moldova,apples,404595
Republic Of Moldova,apricots,15484
Republic Of Moldova,barley,200444
Republic Of Moldova,"beans, dry",9148
Republic Of Moldova,buckwheat,0
Republic Of Moldova,cabbages,17511
Republic Of Moldova,cantaloupes and other melons,5683
Republic Of Moldova,carrots and turnips,25031
Republic Of Moldova,"cattle fat, unrendered",75
Republic Of Moldova,cauliflowers and broccoli,983
Republic Of Moldova,cherries,13283
Republic Of Moldova,"chick peas, dry",2990
Republic Of Moldova,"chillies and peppers, green (capsicum spp. and pimenta spp.)",10458
Republic Of Moldova,cucumbers and gherkins,16122
Republic Of Moldova,currants,1506
Republic Of Moldova,"edible offal of cattle, fresh, chilled or frozen",397
Republic Of Moldova,"edible offal of pigs, fresh, chilled or frozen",1623
Republic Of Moldova,"edible offal of sheep, fresh, chilled or frozen",83
Republic Of Moldova,"edible offals of horses and other equines, fresh, chilled or frozen",27
Republic Of Moldova,eggplants (aubergines),5991
Republic Of Moldova,"eggs from other birds in shell, fresh, n.e.c.",640
Republic Of Moldova,fat of pigs,1623
Republic Of Moldova,gooseberries,63
Republic Of Moldova,grapes,396400
Republic Of Moldova,green corn (maize),4350
Republic Of Moldova,green garlic,8165
Republic Of Moldova,"hazelnuts, in shell",352
Republic Of Moldova,"hen eggs in shell, fresh",662338
Republic Of Moldova,"horse meat, fresh or chilled",230
Republic Of Moldova,leeks and other alliaceous vegetables,364
Republic Of Moldova,maize (corn),716903
Republic Of Moldova,"meat of cattle with the bone, fresh or chilled",2261
Republic Of Moldova,"meat of chickens, fresh or chilled",50352
Republic Of Moldova,"meat of pig with the bone, fresh or chilled",23727
Republic Of Moldova,"meat of rabbits and hares, fresh or chilled",669
Republic Of Moldova,"meat of sheep, fresh or chilled",705
Republic Of Moldova,"meat of turkeys, fresh or chilled",288
Republic Of Moldova,millet,169
Republic Of Moldova,mixed grain,3122
Republic Of Moldova,mushrooms and truffles,1591
Republic Of Moldova,natural honey,4485
Republic Of Moldova,oats,2097
Republic Of Moldova,"onions and shallots, dry (excluding dehydrated)",60542
Republic Of Moldova,"onions and shallots, green",0
Republic Of Moldova,"other beans, green",1707
Republic Of Moldova,"other fruits, n.e.c.",0
Republic Of Moldova,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",502
Republic Of Moldova,"other vegetables, fresh n.e.c.",26709
Republic Of Moldova,peaches and nectarines,15456
Republic Of Moldova,pears,3214
Republic Of Moldova,"peas, dry",25167
Republic Of Moldova,"peas, green",3222
Republic Of Moldova,plums and sloes,95125
Republic Of Moldova,potatoes,135372
Republic Of Moldova,"pumpkins, squash and gourds",24332
Republic Of Moldova,quinces,1926
Republic Of Moldova,rape or colza seed,86547
Republic Of Moldova,raspberries,5038
Republic Of Moldova,raw hides and skins of cattle,238
Republic Of Moldova,raw hides and skins of sheep or lambs,320
Republic Of Moldova,raw milk of cattle,232873
Republic Of Moldova,raw milk of goats,9075
Republic Of Moldova,raw milk of sheep,25223
Republic Of Moldova,rye,1464
Republic Of Moldova,"sheep fat, unrendered",38
Republic Of Moldova,"shorn wool, greasy, including fleece-washed shorn wool",1093
Republic Of Moldova,sorghum,10885
Republic Of Moldova,sour cherries,9774
Republic Of Moldova,soya beans,31555
Republic Of Moldova,strawberries,10177
Republic Of Moldova,sugar beet,292673
Republic Of Moldova,sunflower seed,618984
Republic Of Moldova,tomatoes,35631
Republic Of Moldova,unmanufactured tobacco,564
Republic Of Moldova,vetches,169
Republic Of Moldova,"walnuts, in shell",17515
Republic Of Moldova,watermelons,28614
Republic Of Moldova,wheat,1194779
Romania,"almonds, in shell",0
Romania,apples,487140
Romania,apricots,22910
Romania,artichokes,0
Romania,asparagus,10
Romania,avocados,0
Romania,bananas,0
Romania,barley,2203260
Romania,blueberries,5000
Romania,"broad beans and horse beans, dry",6250
Romania,"broad beans and horse beans, green",70
Romania,"buffalo fat, unrendered",0
Romania,cabbages,289460
Romania,cantaloupes and other melons,26960
Romania,carrots and turnips,72990
Romania,cauliflowers and broccoli,17010
Romania,cereals n.e.c.,2290
Romania,cherries,34380
Romania,"chestnuts, in shell",50
Romania,"chillies and peppers, green (capsicum spp. and pimenta spp.)",93340
Romania,cucumbers and gherkins,73140
Romania,currants,220
Romania,"edible offal of buffalo, fresh, chilled or frozen",0
Romania,eggplants (aubergines),50290
Romania,figs,0
Romania,"flax, raw or retted",770
Romania,grapes,704160
Romania,green garlic,17770
Romania,"hazelnuts, in shell",3950
Romania,"hen eggs in shell, fresh",5433672
Romania,hop cones,150
Romania,kiwi fruit,0
Romania,leeks and other alliaceous vegetables,230
Romania,lemons and limes,0
Romania,lettuce and chicory,2010
Romania,linseed,1950
Romania,lupins,170
Romania,maize (corn),5971850
Romania,"meat of cattle with the bone, fresh or chilled",75780
Romania,"meat of chickens, fresh or chilled",532940
Romania,"meat of goat, fresh or chilled",4260
Romania,"meat of pig with the bone, fresh or chilled",328260
Romania,"meat of sheep, fresh or chilled",51690
Romania,mixed grain,0
Romania,mushrooms and truffles,16810
Romania,oats,143640
Romania,olives,0
Romania,"onions and shallots, dry (excluding dehydrated)",127530
Romania,oranges,0
Romania,"other beans, green",11080
Romania,other berries and fruits of the genus vaccinium n.e.c.,1460
Romania,"other citrus fruit, n.e.c.",0
Romania,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",0
Romania,"other oil seeds, n.e.c.",2740
Romania,other pome fruits,25750
Romania,other pulses n.e.c.,5150
Romania,other stone fruits,0
Romania,"other tropical fruits, n.e.c.",0
Romania,"other vegetables, fresh n.e.c.",310
Romania,peaches and nectarines,11570
Romania,pears,39280
Romania,"peas, dry",114510
Romania,"peas, green",780
Romania,plums and sloes,602570
Romania,pomelos and grapefruits,0
Romania,potatoes,1053300
Romania,"pumpkins, squash and gourds",9770
Romania,rape or colza seed,1180840
Romania,raspberries,330
Romania,raw hides and skins of buffaloes,0
Romania,raw milk of buffalo,15100
Romania,raw milk of cattle,3724100
Romania,raw milk of goats,232500
Romania,raw milk of sheep,434400
Romania,rice,14400
Romania,rye,27920
Romania,sorghum,24880
Romania,sour cherries,26630
Romania,soya beans,316760
Romania,spinach,770
Romania,strawberries,18420
Romania,sugar beet,875120
Romania,sunflower seed,1508000
Romania,"tangerines, mandarins, clementines",0
Romania,tomatoes,241710
Romania,triticale,185260
Romania,"true hemp, raw or retted",1910
Romania,unmanufactured tobacco,430
Romania,"walnuts, in shell",52700
Romania,watermelons,130350
Romania,wheat,9290880
Russian Federation,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",65554
Russian Federation,apples,2014406
Russian Federation,apricots,74554
Russian Federation,barley,16667000
Russian Federation,"beans, dry",6708
Russian Federation,blueberries,4314
Russian Federation,"broad beans and horse beans, dry",7318
Russian Federation,"broad beans and horse beans, green",338
Russian Federation,buckwheat,979962
Russian Federation,cabbages,2623671
Russian Federation,carrots and turnips,1383155
Russian Federation,castor oil seeds,177
Russian Federation,"cattle fat, unrendered",56433
Russian Federation,cauliflowers and broccoli,23873
Russian Federation,cereals n.e.c.,25988
Russian Federation,cherries,53442
Russian Federation,"chick peas, dry",414127
Russian Federation,chicory roots,15
Russian Federation,cucumbers and gherkins,1693492
Russian Federation,currants,509945
Russian Federation,"edible offal of cattle, fresh, chilled or frozen",294045
Russian Federation,"edible offal of goat, fresh, chilled or frozen",2401
Russian Federation,"edible offal of pigs, fresh, chilled or frozen",331668
Russian Federation,"edible offal of sheep, fresh, chilled or frozen",26093
Russian Federation,"edible offals of camels and other camelids, fresh, chilled or frozen",17
Russian Federation,"edible offals of horses and other equines, fresh, chilled or frozen",5546
Russian Federation,"eggs from other birds in shell, fresh, n.e.c.",392670
Russian Federation,fat of camels,7
Russian Federation,fat of pigs,331668
Russian Federation,"flax, raw or retted",24100
Russian Federation,"goat fat, unrendered",473
Russian Federation,gooseberries,85453
Russian Federation,grapes,823136
Russian Federation,green garlic,134331
Russian Federation,hempseed,1799
Russian Federation,"hen eggs in shell, fresh",48952654
Russian Federation,hop cones,111
Russian Federation,"horse meat, fresh or chilled",48724
Russian Federation,"kenaf, and other textile bast fibres, raw or retted",50322
Russian Federation,"lentils, dry",239886
Russian Federation,linseed,1180000
Russian Federation,lupins,109833
Russian Federation,maize (corn),13954000
Russian Federation,"meat of camels, fresh or chilled",116
Russian Federation,"meat of cattle with the bone, fresh or chilled",1692988
Russian Federation,"meat of chickens, fresh or chilled",5457330
Russian Federation,"meat of goat, fresh or chilled",16736
Russian Federation,"meat of pig with the bone, fresh or chilled",4942500
Russian Federation,"meat of pigeons and other birds n.e.c., fresh, chilled or frozen",0
Russian Federation,"meat of rabbits and hares, fresh or chilled",17593
Russian Federation,"meat of sheep, fresh or chilled",188214
Russian Federation,millet,325000
Russian Federation,mushrooms and truffles,121655
Russian Federation,mustard seed,146746
Russian Federation,natural honey,65455
Russian Federation,oats,3000000
Russian Federation,"onions and shallots, dry (excluding dehydrated)",1667525
Russian Federation,oranges,54
Russian Federation,other berries and fruits of the genus vaccinium n.e.c.,4488
Russian Federation,"other fruits, n.e.c.",1300
Russian Federation,"other meat of mammals, fresh or chilled",500914
Russian Federation,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",25221
Russian Federation,"other oil seeds, n.e.c.",39565
Russian Federation,other pulses n.e.c.,2982
Russian Federation,"other vegetables, fresh n.e.c.",1874386
Russian Federation,peaches and nectarines,41086
Russian Federation,pears,70940
Russian Federation,"peas, dry",3251858
Russian Federation,"peas, green",125439
Russian Federation,plums and sloes,179519
Russian Federation,potatoes,18448001
Russian Federation,"pumpkins, squash and gourds",1163235
Russian Federation,quinces,7653
Russian Federation,rape or colza seed,4610000
Russian Federation,raspberries,213818
Russian Federation,raw hides and skins of cattle,201970
Russian Federation,raw hides and skins of goats or kids,2729
Russian Federation,raw hides and skins of sheep or lambs,24810
Russian Federation,raw milk of camel,28
Russian Federation,raw milk of cattle,32792113
Russian Federation,raw milk of goats,240887
Russian Federation,raw milk of sheep,5800
Russian Federation,rice,1258900
Russian Federation,rye,1200000
Russian Federation,safflower seed,159610
Russian Federation,"sheep fat, unrendered",8555
Russian Federation,"shorn wool, greasy, including fleece-washed shorn wool",43564
Russian Federation,sorghum,108433
Russian Federation,sour cherries,265389
Russian Federation,soya beans,7000000
Russian Federation,strawberries,253628
Russian Federation,sugar beet,46680177
Russian Federation,sunflower seed,17200000
Russian Federation,tea leaves,132
Russian Federation,tomatoes,2949455
Russian Federation,triticale,292888
Russian Federation,"true hemp, raw or retted",1318
Russian Federation,unmanufactured tobacco,14
Russian Federation,vetches,133888
Russian Federation,watermelons,1935891
Russian Federation,wheat,82588000
Rwanda,avocados,9464
Rwanda,bananas,2437236
Rwanda,barley,0
Rwanda,"beans, dry",478344
Rwanda,beeswax,47
Rwanda,cabbages,76978
Rwanda,carrots and turnips,46347
Rwanda,"cassava, fresh",1301325
Rwanda,"cattle fat, unrendered",1216
Rwanda,"chillies and peppers, green (capsicum spp. and pimenta spp.)",9100
Rwanda,"coffee, green",17840
Rwanda,"edible offal of cattle, fresh, chilled or frozen",8419
Rwanda,"edible offal of goat, fresh, chilled or frozen",2378
Rwanda,"edible offal of pigs, fresh, chilled or frozen",318
Rwanda,"edible offal of sheep, fresh, chilled or frozen",465
Rwanda,eggplants (aubergines),83501
Rwanda,fat of pigs,477
Rwanda,"game meat, fresh, chilled or frozen",17036
Rwanda,"goat fat, unrendered",333
Rwanda,"groundnuts, excluding shelled",14394
Rwanda,"hen eggs in shell, fresh",229306
Rwanda,leeks and other alliaceous vegetables,2560
Rwanda,lemons and limes,6122
Rwanda,maize (corn),627086
Rwanda,"mangoes, guavas and mangosteens",5250
Rwanda,"meat of cattle with the bone, fresh or chilled",42094
Rwanda,"meat of chickens, fresh or chilled",15043
Rwanda,"meat of goat, fresh or chilled",11888
Rwanda,"meat of pig with the bone, fresh or chilled",7949
Rwanda,"meat of rabbits and hares, fresh or chilled",2646
Rwanda,"meat of sheep, fresh or chilled",2420
Rwanda,millet,1997
Rwanda,natural honey,5677
Rwanda,"onions and shallots, dry (excluding dehydrated)",30670
Rwanda,oranges,3228
Rwanda,"other beans, green",7423
Rwanda,"other fruits, n.e.c.",84067
Rwanda,"other stimulant, spice and aromatic crops, n.e.c.",138
Rwanda,"other tropical fruits, n.e.c.",25582
Rwanda,"other vegetables, fresh n.e.c.",74756
Rwanda,papayas,134
Rwanda,"peas, dry",12218
Rwanda,"pepper (piper spp.), raw",2776
Rwanda,pineapples,22428
Rwanda,potatoes,827355
Rwanda,"pumpkins, squash and gourds",269329
Rwanda,"pyrethrum, dried flowers",1132
Rwanda,raw hides and skins of cattle,6080
Rwanda,raw hides and skins of goats or kids,2615
Rwanda,raw hides and skins of sheep or lambs,558
Rwanda,raw milk of cattle,190796
Rwanda,raw milk of goats,49438
Rwanda,raw milk of sheep,5213
Rwanda,rice,141932
Rwanda,"seed cotton, unginned",0
Rwanda,"sheep fat, unrendered",79
Rwanda,sorghum,187766
Rwanda,soya beans,36705
Rwanda,sugar cane,156259
Rwanda,sweet potatoes,1398268
Rwanda,taro,203676
Rwanda,tea leaves,160592
Rwanda,tomatoes,80525
Rwanda,unmanufactured tobacco,4684
Rwanda,wheat,16417
Rwanda,yams,57419
Saint Kitts And Nevis,cabbages,14
Saint Kitts And Nevis,carrots and turnips,73
Saint Kitts And Nevis,"cattle fat, unrendered",1
Saint Kitts And Nevis,"chillies and peppers, green (capsicum spp. and pimenta spp.)",59
Saint Kitts And Nevis,"coconuts, in shell",3386
Saint Kitts And Nevis,cucumbers and gherkins,98
Saint Kitts And Nevis,"edible offal of cattle, fresh, chilled or frozen",8
Saint Kitts And Nevis,"edible offal of goat, fresh, chilled or frozen",2
Saint Kitts And Nevis,"edible offal of pigs, fresh, chilled or frozen",2
Saint Kitts And Nevis,"edible offal of sheep, fresh, chilled or frozen",3
Saint Kitts And Nevis,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",481
Saint Kitts And Nevis,fat of pigs,3
Saint Kitts And Nevis,"goat fat, unrendered",0
Saint Kitts And Nevis,"groundnuts, excluding shelled",21
Saint Kitts And Nevis,"hen eggs in shell, fresh",6967
Saint Kitts And Nevis,"meat of cattle with the bone, fresh or chilled",43
Saint Kitts And Nevis,"meat of chickens, fresh or chilled",28
Saint Kitts And Nevis,"meat of goat, fresh or chilled",9
Saint Kitts And Nevis,"meat of pig with the bone, fresh or chilled",44
Saint Kitts And Nevis,"meat of sheep, fresh or chilled",13
Saint Kitts And Nevis,"onions and shallots, dry (excluding dehydrated)",43
Saint Kitts And Nevis,other pulses n.e.c.,241
Saint Kitts And Nevis,"other tropical fruits, n.e.c.",1900
Saint Kitts And Nevis,"other vegetables, fresh n.e.c.",306
Saint Kitts And Nevis,pineapples,1
Saint Kitts And Nevis,potatoes,0
Saint Kitts And Nevis,raw hides and skins of cattle,5
Saint Kitts And Nevis,raw hides and skins of goats or kids,2
Saint Kitts And Nevis,raw hides and skins of sheep or lambs,2
Saint Kitts And Nevis,"seed cotton, unginned",3
Saint Kitts And Nevis,"sheep fat, unrendered",0
Saint Kitts And Nevis,sugar cane,0
Saint Kitts And Nevis,sweet potatoes,177
Saint Kitts And Nevis,tomatoes,115
Saint Kitts And Nevis,watermelons,151
Saint Kitts And Nevis,yams,31
Saint Lucia,avocados,241
Saint Lucia,bananas,2844
Saint Lucia,cabbages,120
Saint Lucia,carrots and turnips,18
Saint Lucia,"cassava, fresh",1305
Saint Lucia,"cattle fat, unrendered",12
Saint Lucia,cocoa beans,17
Saint Lucia,"coconuts, in shell",11126
Saint Lucia,"coffee, green",0
Saint Lucia,cucumbers and gherkins,1018
Saint Lucia,"edible offal of cattle, fresh, chilled or frozen",54
Saint Lucia,"edible offal of goat, fresh, chilled or frozen",14
Saint Lucia,"edible offal of pigs, fresh, chilled or frozen",71
Saint Lucia,"edible offal of sheep, fresh, chilled or frozen",20
Saint Lucia,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",1622
Saint Lucia,fat of pigs,15
Saint Lucia,"ginger, raw",22
Saint Lucia,"goat fat, unrendered",1
Saint Lucia,"hen eggs in shell, fresh",23138
Saint Lucia,lemons and limes,325
Saint Lucia,lettuce and chicory,194
Saint Lucia,maize (corn),0
Saint Lucia,"mangoes, guavas and mangosteens",469
Saint Lucia,"meat of cattle with the bone, fresh or chilled",404
Saint Lucia,"meat of chickens, fresh or chilled",1422
Saint Lucia,"meat of goat, fresh or chilled",64
Saint Lucia,"meat of pig with the bone, fresh or chilled",1013
Saint Lucia,"meat of rabbits and hares, fresh or chilled",1
Saint Lucia,"meat of sheep, fresh or chilled",101
Saint Lucia,"nutmeg, mace, cardamoms, raw",35
Saint Lucia,oranges,251
Saint Lucia,"other fruits, n.e.c.",3460
Saint Lucia,other pulses n.e.c.,51
Saint Lucia,"other stimulant, spice and aromatic crops, n.e.c.",128
Saint Lucia,"other tropical fruits, n.e.c.",3719
Saint Lucia,"other vegetables, fresh n.e.c.",1365
Saint Lucia,"pepper (piper spp.), raw",11
Saint Lucia,pineapples,47
Saint Lucia,plantains and cooking bananas,1946
Saint Lucia,pomelos and grapefruits,495
Saint Lucia,"pumpkins, squash and gourds",504
Saint Lucia,raw hides and skins of cattle,49
Saint Lucia,raw hides and skins of goats or kids,12
Saint Lucia,raw hides and skins of sheep or lambs,18
Saint Lucia,raw milk of cattle,1031
Saint Lucia,"sheep fat, unrendered",3
Saint Lucia,sugar cane,0
Saint Lucia,sweet potatoes,405
Saint Lucia,taro,558
Saint Lucia,tomatoes,254
Saint Lucia,watermelons,522
Saint Lucia,yams,301
Saint Lucia,yautia,101
Saint Vincent And The Grenadines,apples,1679
Saint Vincent And The Grenadines,bananas,59515
Saint Vincent And The Grenadines,carrots and turnips,178
Saint Vincent And The Grenadines,"cassava, fresh",88
Saint Vincent And The Grenadines,"cattle fat, unrendered",4
Saint Vincent And The Grenadines,"chillies and peppers, green (capsicum spp. and pimenta spp.)",226
Saint Vincent And The Grenadines,cocoa beans,231
Saint Vincent And The Grenadines,"coconuts, in shell",1994
Saint Vincent And The Grenadines,"coffee, green",190
Saint Vincent And The Grenadines,"edible offal of cattle, fresh, chilled or frozen",19
Saint Vincent And The Grenadines,"edible offal of goat, fresh, chilled or frozen",5
Saint Vincent And The Grenadines,"edible offal of pigs, fresh, chilled or frozen",3
Saint Vincent And The Grenadines,"edible offal of sheep, fresh, chilled or frozen",8
Saint Vincent And The Grenadines,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",9121
Saint Vincent And The Grenadines,fat of pigs,5
Saint Vincent And The Grenadines,"goat fat, unrendered",1
Saint Vincent And The Grenadines,"groundnuts, excluding shelled",92
Saint Vincent And The Grenadines,"hen eggs in shell, fresh",13246
Saint Vincent And The Grenadines,lemons and limes,36
Saint Vincent And The Grenadines,maize (corn),427
Saint Vincent And The Grenadines,"mangoes, guavas and mangosteens",919
Saint Vincent And The Grenadines,"meat of cattle with the bone, fresh or chilled",155
Saint Vincent And The Grenadines,"meat of chickens, fresh or chilled",211
Saint Vincent And The Grenadines,"meat of goat, fresh or chilled",24
Saint Vincent And The Grenadines,"meat of pig with the bone, fresh or chilled",76
Saint Vincent And The Grenadines,"meat of sheep, fresh or chilled",33
Saint Vincent And The Grenadines,"nutmeg, mace, cardamoms, raw",56
Saint Vincent And The Grenadines,oranges,26
Saint Vincent And The Grenadines,"other fruits, n.e.c.",1353
Saint Vincent And The Grenadines,other pulses n.e.c.,633
Saint Vincent And The Grenadines,"other stimulant, spice and aromatic crops, n.e.c.",1621
Saint Vincent And The Grenadines,"other vegetables, fresh n.e.c.",1283
Saint Vincent And The Grenadines,pears,589
Saint Vincent And The Grenadines,"pigeon peas, dry",44
Saint Vincent And The Grenadines,plantains and cooking bananas,2309
